msgID,image,text,link,status
1,https://s3.amazonaws.com/tesseracttheme/banner/feedback.jpg,Help us make <b>Tesseract Pro Plugin</b> better by submitting your feedback! :),https://tesseract.typeform.com/to/QLyzDX,active
